Date,Open,High,Low,Close,Adj Close,Volume
2017-06-30,93.5,93.5,91.260002,91.510002,89.252876,1320100
2017-07-03,92.300003,92.93,90.769997,91.550003,89.291893,748100
2017-07-05,91.739998,92.529999,90.690002,92.290001,90.013634,1660600
2017-07-06,91.849998,92.860001,90.91999799999999,92.480003,90.198959,1222300
2017-07-07,93.209999,95.089996,92.959999,94.57,92.23739599999999,1181000
2017-07-10,94.68,95.790001,93.860001,95.629997,93.271248,1184600
2017-07-11,95.639999,97.43,95.139999,96.93,94.539192,1172700
2017-07-12,97.709999,99.110001,96.83000200000001,97.699997,95.290199,753100
2017-07-13,98.0,98.639999,97.099998,97.599998,95.192657,827400
2017-07-14,97.949997,99.720001,97.720001,99.639999,97.182343,937200
2017-07-17,100.0,100.16999799999999,98.33000200000001,99.129997,96.684921,791500
2017-07-18,99.059998,99.879997,98.150002,99.83000200000001,97.36766800000001,709500
2017-07-19,100.639999,101.66999799999999,100.470001,101.389999,98.889183,1088400
2017-07-20,101.68,101.75,100.470001,101.699997,99.191536,571700
2017-07-21,100.970001,101.550003,99.129997,99.889999,97.42617800000001,978200
2017-07-24,99.959999,100.910004,99.839996,100.209999,97.738281,776200
2017-07-25,99.980003,100.349998,98.910004,99.120003,96.675163,1109000
2017-07-26,98.489998,100.879997,98.489998,100.860001,98.372253,854400
2017-07-27,100.889999,101.08000200000001,98.5,99.93,97.465179,1478300
2017-07-28,97.739998,97.889999,94.199997,94.400002,92.07159399999999,1864700
2017-07-31,94.58000200000001,94.75,92.489998,92.629997,90.34524499999999,1225700
2017-08-01,92.849998,93.050003,91.860001,92.629997,90.34524499999999,1757700
2017-08-02,93.18,93.290001,89.91999799999999,90.010002,87.789879,1549600
2017-08-03,89.870003,90.32,88.480003,88.959999,86.76576999999999,1625000
2017-08-04,89.019997,89.889999,88.400002,88.83000200000001,86.63898499999999,1133300
2017-08-07,89.029999,92.690002,89.029999,92.010002,89.74054699999999,2010000
2017-08-08,91.989998,92.129997,90.379997,90.68,88.443344,1319100
2017-08-09,90.08000200000001,91.849998,89.489998,91.480003,89.223618,928700
2017-08-10,90.790001,91.089996,87.93,88.139999,85.966003,1165500
2017-08-11,88.099998,90.599998,88.089996,90.339996,88.705513,1069500
2017-08-14,91.470001,92.730003,91.0,91.5,89.844528,1209000
2017-08-15,91.440002,91.5,90.5,91.019997,89.373207,1124000
2017-08-16,91.010002,92.309998,90.41999799999999,91.879997,90.217651,769500
2017-08-17,91.5,91.769997,89.75,89.769997,88.14582800000001,925600
2017-08-18,90.089996,90.989998,89.309998,90.260002,88.626961,1127400
2017-08-21,89.93,90.209999,88.440002,89.010002,87.399582,968800
2017-08-22,89.940002,92.08000200000001,89.470001,91.699997,90.040909,879500
2017-08-23,91.209999,91.82,90.720001,91.449997,89.795433,583600
2017-08-24,91.709999,91.860001,89.849998,90.300003,88.66624499999999,936200
2017-08-25,90.709999,91.43,90.08000200000001,90.480003,88.842987,474100
2017-08-28,90.599998,91.559998,90.599998,91.540001,89.883804,981600
2017-08-29,90.800003,92.489998,90.290001,92.389999,90.71843,463600
2017-08-30,92.16999799999999,93.599998,92.160004,93.529999,91.837799,538200
2017-08-31,93.949997,94.16999799999999,93.08000200000001,93.690002,91.994911,1038900
2017-09-01,94.099998,94.370003,93.089996,94.08000200000001,92.377861,549200
2017-09-05,93.940002,94.629997,92.529999,93.660004,91.965446,851000
2017-09-06,93.730003,94.550003,92.82,94.5,92.79026,957600
2017-09-07,94.540001,95.43,93.760002,95.32,93.595413,681900
2017-09-08,95.239998,95.779999,94.059998,94.349998,92.642967,675400
2017-09-11,95.209999,97.730003,95.209999,97.16999799999999,95.41194200000001,1018400
2017-09-12,97.089996,98.18,96.529999,97.949997,96.17783399999999,847100
2017-09-13,96.800003,97.760002,96.019997,96.739998,94.989731,1291500
2017-09-14,96.58000200000001,97.940002,96.41999799999999,97.459999,95.696701,994400
2017-09-15,97.620003,98.849998,97.239998,98.639999,96.855354,2448900
2017-09-18,99.010002,101.32,98.690002,100.910004,99.084282,1571300
2017-09-19,101.32,102.970001,100.550003,102.010002,100.164383,1807400
2017-09-20,102.230003,102.43,98.589996,99.660004,97.856903,1756700
2017-09-21,99.75,100.0,98.559998,99.519997,97.719429,1432600
2017-09-22,99.370003,101.019997,99.370003,100.589996,98.770065,1208400
2017-09-25,100.089996,100.510002,98.389999,99.010002,97.218651,1444200
2017-09-26,99.779999,100.050003,98.269997,99.16999799999999,97.375755,846400
2017-09-27,100.279999,105.050003,99.660004,104.16999799999999,102.285301,2231700
2017-09-28,103.230003,105.190002,103.230003,104.91999799999999,103.021721,1856100
2017-09-29,105.129997,106.089996,104.150002,106.0,104.082184,1078800
2017-10-02,105.540001,105.989998,103.870003,104.949997,103.05117800000001,1163900
2017-10-03,105.029999,105.16999799999999,102.349998,102.839996,100.979355,1727900
2017-10-04,102.629997,103.08000200000001,101.040001,103.0,101.136459,1439400
2017-10-05,103.540001,103.589996,101.349998,101.66999799999999,99.830528,1155000
2017-10-06,101.739998,102.660004,101.269997,102.470001,100.616051,965200
2017-10-09,102.730003,104.459999,102.629997,103.949997,102.069275,884000
2017-10-10,104.940002,104.940002,103.370003,104.449997,102.560234,859800
2017-10-11,104.07,105.139999,103.790001,104.589996,102.697693,664800
2017-10-12,104.889999,105.760002,104.5,104.82,102.923538,937100
2017-10-13,105.230003,106.099998,104.82,105.300003,103.394852,1005000
2017-10-16,106.010002,107.389999,105.110001,107.33000200000001,105.38813,2079900
2017-10-17,107.839996,108.290001,106.739998,108.010002,106.055824,1099600
2017-10-18,108.190002,108.230003,106.120003,108.089996,106.134377,863000
